text	target	predicted
"Kill the industry
You killed the industry

I can't believe you've been handed this life
How do you fool them night after night?
Your hand-me-down fame is so pathetic
Your rockstar ego will not make you famous

Have some respect for what's been handed to you
You take for granted all the people that support what you do
You're not a rockstar and you will never be
You're just another face in this dying scene

It's not about the sex, drugs, and royalties
It's about respect, strength, and loyalty

You killed the industry
You killed the industry

Who do you think you are?
You are just a fake
Who do you think you are?
You should be ashamed
Who do you think you are?
You are just a fake
Who do you think you are?
You are nothing
It's not about the sex, drugs, and royalties
It's about respect, strength, and loyalty

Have some respect for what's been handed to you
And all the people that support what you do
You're not a rockstar and you will never be
You're just another face in this dying scene"	rock	country
"Will you be my valentine?
Will you be my valentine?
Will you let our hearts entwine
Will you be my valentine?

I have picked a rose for you
Found a four leaf clover too
I will give my all to you
Will you be my valentine?

Won't you give me just one chance?
I'll even try and learn to dance
I'll comb my hair and shine my shoes
I'll do any thing for you

If you choose somebody else
Will you choose them for yourself?
Or will you just be passing time?
Knowing I'm your valentine

Will you be my valentine?
Will you be my valentine?
Will you let our hearts entwine
Will you be my valentine?"	country	rb
"I can't give you anything but love
That's the only thing I've plenty of
Dream a while, scheme a while, you're sure to find
Happiness and I guess all the things you've always pined for

Gee, I like to see you lookin' swell
Diamond bracelets Woolworth doesn't sell
Till that lucky day, you know so well
I can't give you anything but love
Baby"	pop	rb
"Ohh Ohh Ohh
Ohh Ohh Ohh
Ohh

Mmmm Mmmm Mmmm
Mmmm Mmmm  Mmmm
Mmmm Mmmm Mmmm

I've been thinking about you on the daily
Since you left it's been driving me crazy
I've been thinking about you on the daily
Since you left there's no one to call me baby

Thinking about you everyday has me tripping
Stumbling like Fergie and it's got me missing
The sound of your voice cause it always had me skipping
So I'm here reminiscing
About you, we were stuck like glue
Held together
Every weather
Thought we would make it through
I guess it's cool
I had the best view
You
And I know it will make anyone drool
Now things are getting kind of silly
I think my bed has the flu
It's been feeling chilly
Without you
And that's why I want you to know that
I've been thinking about you on the daily
Since you left it's been driving me crazy
I've been thinking about you on the daily
Since you left there's no one to call me baby

Yeah I love it, yeah you know I love it
Yeah this feeling in my heart it be rushing
You invade my mind, my thoughts they be stunting
Memories of our times, now I'm blushing
Uh I messed it up, yeah I did
Every time I saw you I'd get excited
Now I only see you in my dreams
Trying to fall asleep by any means
Loving in vain thats how it goes
Were all smart till love gives us woes
Telling myself that you are the one
Loving you from my head to my toes
Cause

I've been thinking about you on the daily
Since you left it's been driving me crazy
I've been thinking about you on the daily
Since you left there's no one to call me baby"	pop	rb
"Yea..
...Domarama..
..she say that im so choosy im so boujie.....
...that's ok bae..

[Hook 1]
She says that I'm so choosy
I'm so boujie
It's ok bae
Your confused by the Louie
Buffies on my face got my vision groovy
I just do a show then I buy some Gucci
She say why you acting strange why you
Choosy
I ain’t choosy
Thangs change, I ain’t stupid aye
It’s that money on my brain got me
Boujie
Same chick that called me lame
Leave her moody ayyyye
[Verse 1]
All my exes mad cuz I'm choosy
Cuz I don't kiss there hands
Or there booty
I just play my tunes and get loonie
Yfn lucci, pnb, kodak coolin aye
I want my Rari red
Super coolin
Duel pipes,off-whites, rims stupid
Ultra brights for dark nights
Top roofless
Banging music
Boss like Lucious, Imma nuisance
I go stupid, all this new shit
It's so useless
I'm not Cupid
Take your bae
Cuz I'm smoothie
Be like water
Ride the wave
Eat the sushi
Bae don't barter
Trade it up
Make it newie
Chops like sewi
Playing me, that's just foolie
You ain't stupid
You know exactly what your doing
Girl I knew it, you just blew it
Stickin movin
Feel my pain, hear my music
I get through it aye
[Hook 2]
She says that I'm so choosy
I'm so boujie
It's ok bae
Your confused by the Louie
Buffies on my face got my vision groovy
I just do a show then I buy some Gucci
She say why you acting strange why you
Choosy
I ain’t choosy
Thangs change, I ain’t stupid aye
It’s that money on my brain got me
Boujie
Same chick that called me lame
Leave her moody ayyyye

[Verse 2]
Rackies falling out my pockets like I'm boostin
I flex so hard arms strong
Like I’m juicin
He don’t like me
But he say he like my music
He a fuck nigga, that nigga sound so stupid
Stole that nigga bitch
That nigga bout ta lose I️t
His shorty in the whip
And she ready to move it
She don’t gimme lip
But she ready ta use em
But she no gimmie kiss
We speak that money fluent
And I don’t like ta cake
I don’t Suzy q shit
I just wake and bake
Everyday I smoke some new shit
All these females fake
Nose.boobies.booty
I swear they just so fake
They probably got plastic coochies...
To all my ex bitches
Who really thought they knew me
I need to go ahead and do some introducing
This the new me, i am Rama
Life a movie, Money movin
Bae don’t hate me,im just choosy
Aye...
[Hook 3]
She says that I'm so choosy
I'm so boujie
It's ok bae
Your confused by the Louie
Buffies on my face got my vision groovy
I just do a show then I buy some Gucci
She say why you acting strange why you
Choosy
I ain’t choosy
Thangs change, I ain’t stupid aye
It’s that money on my brain got me
Boujie
Same chick that called me lame
Leave her moody ayyyye"	rap	rap
"Me and you were up all night
Even though we knew it wasn’t right
The night was about to blend
Knowing tomorrow I’d want my life to end

Homies asking me to be strong
All I was asking was you to be gone (Gone)
I’ve been to hell and back (Ay)
Not knowing if I would get back on track

Seeing you everyday
Was like being trump on elections day
It felt like straight suicide
But I couldn’t imagine not having you by my side (Yeah ay)

Life gave me a hand
So I still have the chance to stand until the end
I knew it wouldn’t be easy
But do I really have the right to be acting picky? (No)

I’ve been through hell and back (Ay)
How can I know that I really came back
Been through hell and back (Ay)
One thing I know, I don’t want you back
I’ve been through hell and back (Ay)
How can I know that you won’t come back
Been through hell and back (Ay)
One thing I know, I don’t want you back
I’ve been to hell and there’s no devil (Ha ha)
Rosey got back cause he special (Ugh)
They tried but they can’t take my grind (No)
Juiced up, I’m going hard until I get fined

I took an L on my second I can’t deny
Say it’s a comeback, now you know I can reply
I’ve been through hell and back (Ay)
Not knowing if I would get back on track

Oh they know they can’t get me
God once said I would always be free
How am I supposed to do 9 to 5
When I could spend my whole life changing lives? (God)

Life gave me a hand
So I still have the chance to stand until the end
I knew it wouldn’t be easy
But do I really have the right to be acting picky? (No)

I’ve been through hell and back (Ay)
How can I know that I really came back
Been through hell and back (Ay)
One thing I know ; don’t want you back
I’ve been through hell and back (Ay)
How can I know that you won’t come back
Been through hell and back (Ay)
One thing I know, I don’t want you back
I’ve been through hell and back (Ay)
How can I know that I really came back
Been through hell and back (Ay)
One thing I know, I don’t want you back
I’ve been through hell and back (Ay)
How can I know that you won’t come back
Been through hell and back (Ay)
One thing I know, I don’t want you back"	rap	rap
"[Intro]
Cell double 2, Wretch 32
Weapon X
Its the worst day of or lives

[Verse 1:Wretch 32]
Like I'm Wretch 32, my phones ringing
Hello, yo, what?, where?, how?swear down?
What?,where?,are you sure?swear down?
You're there now?Don't lie, don't cry, i'll try.Bye
Cell(Whats good) they raided my mums yard
They ran up in there with straps
They're saying its a gun charge
I'm pissed but I'm praying its a dumb sarge
Or they find the gun parked in the mud
In the front yard
And my whites underneath it
My browns right beside it
My wife tried to hide it
When OD supplied it
And if the sniffer bitch gets a sniff of bricks
Then I know that they'll find it
And I still can't rest assured
Cos if they check the second drawer
In the Chest of Drawers,they're bound to find
They best of a draw
And when my mum and gyals is to together
They're always on a hype so
I know that they'll test the law
Wait, hold on I got a text
They cuffed my mum and gyal
And my little sisters next?
That ain't fair, wait hold on
That will only happen if they think its theirs
Man I've never had a day like this
I hope the rest of the hours don't stay like this
Whats the date? The 28th I should've been a court
And wasn't allowed to top it all off, I gotta worry
[Chorus]
Like I stepped on three drains
Whilst under a ladder
I saw a black cat, broke a mirror
Walking through a pole
Saw a magpie fly just above my reach
And all of this happened on Friday the 13th

Like I stepped on three drains
Whilst under a ladder
I saw a black cat, broke a mirror
Walking through a pole
Saw a magpie fly just above my reach
And all of this happened on Friday the 13th

[Verse 2: Cell 22]
I'm having a bad day, feeling a bad way
I want that dirty money so
My bread get buttered sideways
Things are going wrong
I don't know whats going on
My lucks bad I'll cut and stab
If I don't get my dough its on
I tell them my lucks bad they just ignore me
Until I start, I start walking like Jason Voorhees
I got a sick brain its double
So I stepped on six drains with 22 black cats
Whos insane? Its bray I'll go mega on you darg
Come to your crib, and buss an umbrella in your yard
I dare you to try a ting
If you don't like me
You'll look like an arsenal fan
When I'm done with your white Tee
If I'm having bad luck, someone gets
Gabbed up,Tied up, Pied up blindfold
Eyes closed, grabbed up, stabbed up
Guess its just the bad luck
I lost out on 22 grams when I bagged up
I want that dirty money
Thats all thats on my mindstate
I'll be damned, I'm not Usher
But I want it my way
They skies are grey, a bad day
I stabbed the bray for Chrissakes
Take his girl, I left him as a statistic in the crime rates
These nuckers keep on watching me
They're looking at my watch for greed
They want my bling and in my girl they
Wanna drop a seed,nah thats not happening
Thats the perfect bad day
Man will be left in the hospital
Hurting in a bad way
[Chorus]
Like I stepped on three drains
Whilst under a ladder
I saw a black cat, broke a mirror
Walking through a pole
Saw a magpie fly just above my reach
And all of this happened on Friday the 13th

Like I stepped on three drains
Whilst under a ladder
I saw a black cat, broke a mirror
Walking through a pole
Saw a magpie fly just above my reach
And all of this happened on Friday the 13th"	rap	rap
"[Verse 1]
Daddy's in the hallway
Hangin' pictures on the wall
Mama's in the kitchen
Makin' casseroles for all
My brother came home yesterday
From somewhere far away
He doesn't look like I remember
As he stares off into space
He must have seen some ugly things
He just can't seem to say, oh

[Chorus]
God bless this mess
God bless this mess
God bless this mess

[Verse 2]
Got a job in town
Sellin' insurance on the phone
With Robert and Teresa
And two conmen from back home
Everyone I call up doesn't have the time to chat
Everybody is so busy doin' this and doin' that
Something has gone missin'
And it makes me kinda sad, oh
[Chorus]
God bless this mess
God bless this mess
God bless this mess

[Verse 3]
Heard about the day
That two skyscrapers came down
Firemen, policemen
And people came from all around
The smoke covered the city
And the body count did rise
The president spoke words of comfort
With teardrops in his eyes
Then he led us as a nation
Into a war based on lies, oh

[Chorus]
God bless this mess
God bless this mess
God bless this mess
God bless this mess"	rock	country
"[Intro: Teddy Riley]
Two (Two can play that game)
Two, two (Two can play that game)
Two can play that game
Two can play that game

[Verse 1: Bobby Brown]
Stay with me, but if you want to leave
Take your things, forget all about me
Tell me why you fail to realize
That you might not ever get another try

[Pre-Chorus: Bobby Brown]
Girl, think about it before you leave
'Cause Bobby's got a brand new swing
And if you wanna do your own thing
I hear what you're sayin'
Two can play that game you're playin', yeah

[Chorus: Bobby Brown, Teddy Riley]
(Two can play that game)
Two can play that game
(Two can play that game)
If it's good enough for you, I'll do it, too
(Two can play that game) Yeah
(Two can play that game)
Listen
[Verse 2: Bobby Brown]
Lately you've been acting mighty strange
To me it seems your attitude has changеd
And suddenly you just don't seem the same
Instеad of playing all those silly games

[Pre-Chorus: Bobby Brown]
Girl, think, yeah, about it before you leave
'Cause Bobby's got a brand new swing
And if you wanna do your own thing
I hear what you're sayin'
Two can play that game you're playing, yeah

[Chorus: Bobby Brown, Teddy Riley]
(Two can play that game)
Two can play that game
(Two can play that game)
Hey, oh, two can play that game
(Two can play that game)
Two (Two can play that game)
Yo Teddy, drop it

[Verse 3: Bobby Brown, Teddy Riley]
Everybody wants to be a new jack
Flauntin' the styles that are Brown's kinda wild, now I'm back
But don't get me wrong, 'cause I was never gone
It was here all along, you see my flavor stand strong
And get ya, hit ya and get swifter
Ted, do they know where I'm comin' from? (Yep)
Ayo, Ted, do they know where I'm comin' from? (Yep)
Hey, yo, Ted, do they know where I'm comin' from? (Yep, yep, yep)
Bust it, let's groove to the new type of style and
Get wild and loose with the darker the berry, the sweet juice
And when I burst, your only two words is ""Hurt me, hurt me""
Just better stand still, I move at will, then I make my kill
Snatch, attacks your brain, goddamn, I'm insane
But I'll refrain from using a name
'Cause two can play that game, oh
[Chorus: Bobby Brown, Teddy Riley]
(Two can play that game)
(Two can play that game)
No, no-no-no-no, no-no-no, I said two
(Two can play that game)
Two (Two can play that game)
Oh, oh, I said two
(Two can play that game)
Two can play that game
(Two can play that game)
No, no-no-no-no, no-no-no, it's mighty strange
(Two can play that game)
That you've changed, you've changed
(Two can play that game)
You've changed, changed for the worst, baby, yeah
(Two can play that game)
What goes around comes around
(Two can play that game)
Sure 'nough does
(Two can play that game)
I ain't worried about it
(Two can play that game)
You see what I'm sayin'?"	rb	rock
"The eastern world is explodin'
Violence flarin', bullets loadin'
You're old enough to kill, not for votin'
Say you don't believe in war, so what's that gun you're totin'?
Lord, even the Jordan River has bodies floatin'
But you tell me over and over and over again, my friend
No, you don't believe we're on the eve of destruction

I'm learnin' to understand what I'm tryin' to say
And can you feel the fears that I'm feelin' today?
If the buttons they are pushed, there will be no runnin' away
There'll be no one to save 'cept the world in a grave
And take a look around you, boy, ah, if it scares you, boy, ah
And tell me over and over and over again, my friend
No, you don't believe we're on the eve of destruction

My blood gets so mad, feels like coagulatin'
I'm just sittin' here and contemplatin'
You know they can't twist the truth, 'cause it knows no regulation
And a handful of senators can't pass legislation
When money corrupts the value of elections
And marches and laws cannot end segregation
If human respect is disintegratin'
Lord, this whole crazy world is just too frustratin'
And you tell me over and over and over again, my friend
No, you don't believe we're on the eve of destruction
I think of all the hate I hear from Red China
Take a look around to Selma, Alabama
Yeah, you might leave here for four days in space
When you return, well, it's the same old place
The poundin' of the drums, the pride and disgrace
You can bury your dead, don't you dare leave a trace
Hate your next-door neighbor, but don't forget to say grace
And tell me over and over and over and over again, my friend
Don't believe we're on the eve of construction
Yes, you tell me over and over and over and over again, my friend
No, you don't believe we're on the eve of destruction"	pop	rock
"I was born on Halloween, in Roma, Italy
Just another white boy staring at the stars
And when I turned 39 me and the boys we hit the sky
And headed where they’d never been before

(chorus)
One small step for man, Jesus, Goddamn
22 hours hanging in the air
Sometimes you take the fame, sometimes you sit backstage
But if it weren’t for me them boys would still be there

When it came time to land, them boys they shook my hand
They said, “we’ll call you up when we need a ride”
They went down to the ground, and I floated around
With all them stars still twinkling in my eyes

(chorus)

Now the history books will write about that fateful night
Them two fellas dancing on the moon
But they won’t say nothing bout me, waiting patiently
To bring them boys safely back home to you
(chorus)"	country	country
